year_bought,km_driven,transmission,owner,selling_price
2017,17000,Manual,First Owner,430000
2013,125000,Manual,Second Owner,400000
2015,110000,Manual,Second Owner,615000
2011,120000,Manual,Second Owner,150000
2014,90000,Manual,First Owner,240000
2014,90000,Manual,First Owner,800000
2015,110000,Manual,First Owner,240000
2014,87000,Manual,Second Owner,600000
2014,15000,Manual,First Owner,800000
2015,70000,Manual,First Owner,160000
2012,38000,Manual,First Owner,350000
2011,64000,Manual,Second Owner,300000
2015,55250,Manual,First Owner,399000
2011,110000,Manual,First Owner,300000
2012,70000,Automatic,First Owner,150000
2010,60000,Manual,Third Owner,320000
2018,17000,Manual,First Owner,1280000
2017,13000,Manual,Second Owner,300000
2016,60000,Manual,First Owner,1000000
2012,120000,Manual,Second Owner,1090000
2012,97000,Manual,Second Owner,450000
2007,130000,Manual,Second Owner,60000
2013,50000,Manual,First Owner,500000
2012,120000,Manual,Second Owner,200000
2015,68000,Manual,First Owner,650000
2006,100000,Manual,Second Owner,60000
2013,80000,Manual,First Owner,250999
2012,67000,Manual,Second Owner,185000
2015,60000,Manual,First Owner,155000
2019,5000,Manual,First Owner,600000
2016,20000,Manual,First Owner,300000
2018,12500,Manual,First Owner,850000
2019,4000,Manual,First Owner,470000
2019,25000,Manual,First Owner,600000
2013,70000,Manual,Second Owner,700000
2007,162000,Manual,First Owner,70000
2010,205000,Manual,Second Owner,1250000
2008,70000,Automatic,Third Owner,650000
2018,70000,Manual,Second Owner,450000
2014,100000,Manual,Second Owner,750000
2013,70000,Manual,Second Owner,775000
2011,220000,Manual,First Owner,800000
2015,80000,Manual,Second Owner,360000
2010,120000,Manual,First Owner,250000
2017,22038,Manual,First Owner,1490000
2013,80000,Manual,First Owner,600000
2010,90000,Manual,First Owner,120000
2012,140000,Manual,Second Owner,320000
2011,120000,Manual,Second Owner,400000
2015,60000,Manual,First Owner,302000
2011,80000,Manual,Second Owner,130000
2014,60000,Manual,Second Owner,150000
2012,90000,Manual,Second Owner,200000
2012,80000,Manual,First Owner,950000
2008,175000,Manual,Second Owner,120000
2019,10000,Manual,First Owner,1400000
2017,65000,Manual,First Owner,620000
2012,90000,Manual,First Owner,449000
2007,70000,Manual,First Owner,100000
2018,2500,Manual,First Owner,600000
2016,35000,Manual,First Owner,700000
2012,40000,Manual,First Owner,250000
2018,63000,Manual,First Owner,550000
2013,88000,Automatic,First Owner,675000
2015,55000,Manual,First Owner,530000
2014,71014,Manual,First Owner,325000
2015,60000,Manual,First Owner,370000
2014,70000,Manual,First Owner,360000
2012,60000,Automatic,First Owner,650000
2012,92000,Manual,Third Owner,199000
2014,89126,Manual,First Owner,285000
2009,134000,Automatic,First Owner,260000
2019,15000,Automatic,First Owner,869999
2016,42500,Manual,First Owner,425000
2012,42000,Automatic,First Owner,490000
2015,70000,Automatic,Second Owner,750000
2004,110000,Manual,Third Owner,125000
2014,131365,Manual,First Owner,221000
2016,48980,Automatic,First Owner,724000
2014,46000,Automatic,First Owner,440000
2009,60000,Manual,Third Owner,70000
2015,58000,Manual,First Owner,511000
2016,22000,Manual,First Owner,790000
2017,37000,Manual,First Owner,640000
2009,70000,Manual,Fourth & Above Owner,120000
2012,98900,Manual,Third Owner,126000
2012,125000,Manual,First Owner,120000
2017,60000,Manual,First Owner,650000
2014,80000,Manual,Second Owner,450000
2010,80000,Manual,Fourth & Above Owner,110000
2017,40000,Manual,First Owner,600000
2012,80000,Manual,Second Owner,620000
2014,30000,Manual,First Owner,600000
2018,35000,Manual,First Owner,795000
2011,180000,Manual,Third Owner,300000
2015,60000,Manual,First Owner,495000
2013,86000,Automatic,First Owner,1580000
2015,127643,Automatic,First Owner,1750000
2018,34000,Automatic,First Owner,1350000
2014,145000,Manual,First Owner,350000
2018,25000,Automatic,First Owner,300000
2018,54000,Manual,Second Owner,400000
2014,102354,Automatic,First Owner,1750000
1999,70000,Manual,Fourth & Above Owner,70000
2018,70000,Manual,First Owner,500000
2017,36000,Automatic,First Owner,2575000
2014,58000,Manual,First Owner,345000
2013,100000,Manual,First Owner,220000
2014,62237,Automatic,First Owner,1850000
2005,90000,Manual,Second Owner,114999
1999,100000,Manual,Second Owner,50000
2017,14000,Manual,First Owner,585000
2018,21394,Manual,First Owner,950000
2018,13800,Automatic,First Owner,625000
2017,23000,Automatic,First Owner,1035000
2015,32686,Manual,First Owner,310000
2017,99700,Manual,First Owner,600000
2019,5000,Automatic,First Owner,3100000
2014,49654,Manual,First Owner,650000
2016,45457,Manual,First Owner,550000
2017,39221,Manual,First Owner,1260000
2016,48220,Manual,First Owner,660000
2017,11114,Manual,First Owner,700000
2008,60208,Manual,First Owner,235000
2013,80000,Manual,First Owner,475000
2008,98600,Automatic,First Owner,795000
2016,13000,Automatic,First Owner,8900000
2015,30000,Automatic,First Owner,3200000
2019,18000,Automatic,First Owner,1860000
2010,100000,Automatic,First Owner,4200000
2015,58000,Automatic,First Owner,850000
2017,85441,Manual,First Owner,585000
2015,64541,Manual,First Owner,380000
2019,35000,Manual,First Owner,650000
2018,30000,Manual,First Owner,600000
2017,16267,Manual,First Owner,434999
2013,71500,Manual,First Owner,525000
2019,12999,Automatic,First Owner,4800000
2008,80000,Manual,First Owner,160000
2007,90000,Manual,Second Owner,160000
2012,28000,Manual,First Owner,125000
2015,200000,Manual,First Owner,430000
2017,14700,Manual,First Owner,900000
2000,90000,Manual,Second Owner,61000
2017,50000,Manual,First Owner,400000
2009,100000,Manual,Second Owner,150000
2019,24000,Automatic,First Owner,950000
2013,100000,Manual,First Owner,220000
2007,90000,Manual,First Owner,110000
2015,30000,Manual,First Owner,375000
2017,80000,Manual,First Owner,350000
2012,92686,Manual,Second Owner,310000
2010,300000,Manual,Third Owner,90000
2011,90000,Manual,Second Owner,350000
2003,60000,Manual,First Owner,100000
2017,40000,Automatic,First Owner,1300000
2004,90000,Manual,Fourth & Above Owner,70000
2013,80000,Manual,First Owner,225000
2002,100000,Manual,First Owner,145000
2018,20000,Manual,First Owner,930000
2019,51000,Manual,First Owner,550000
2008,120000,Manual,Second Owner,85000
2014,55000,Manual,First Owner,280000
2018,6000,Manual,First Owner,360000
2011,40000,Manual,Second Owner,150000
2017,15000,Automatic,First Owner,900000
2005,50000,Manual,Second Owner,120000
2010,90000,Manual,Second Owner,215000
2013,38500,Manual,First Owner,550000
2018,35000,Manual,First Owner,775000
2001,49359,Manual,Third Owner,409999
2005,70000,Manual,Second Owner,65000
2008,90000,Manual,Second Owner,200000
2010,50000,Manual,Second Owner,240000
2012,108731,Manual,First Owner,800000
2010,120000,Manual,First Owner,400000
2016,60000,Manual,First Owner,500000
2007,90000,Manual,Third Owner,150000
2014,140000,Manual,Second Owner,500000
2014,80000,Manual,First Owner,320000
2013,90000,Manual,First Owner,300000
2017,40000,Manual,First Owner,650000
2018,14000,Manual,First Owner,285000
2012,70000,Manual,Second Owner,360000
2009,55000,Manual,Second Owner,450000
2011,60000,Manual,Third Owner,175000
2011,74000,Manual,Second Owner,350000
2020,45000,Manual,First Owner,530000
2017,38000,Manual,First Owner,1025000
2017,24000,Manual,First Owner,950000
2017,29976,Manual,First Owner,725000
2017,41000,Manual,First Owner,919999
2018,15000,Manual,First Owner,700000
2017,36000,Manual,First Owner,725000
2017,30646,Manual,First Owner,840000
2015,23600,Manual,First Owner,365000
2014,71318,Manual,First Owner,665000
2003,78098,Manual,First Owner,50000
2014,30000,Manual,First Owner,225000
2012,45000,Manual,Second Owner,229999
2008,67000,Manual,First Owner,145000
2018,14681,Manual,First Owner,624000
2015,25000,Manual,First Owner,500000
2017,18054,Manual,First Owner,750000
2015,40000,Manual,First Owner,785000
2011,30000,Manual,First Owner,225000
2017,80000,Manual,First Owner,300000
2016,20000,Manual,First Owner,680000
2016,40000,Manual,First Owner,700000
2011,120000,Manual,First Owner,180000
2008,120000,Manual,Second Owner,270000
2010,97000,Manual,Second Owner,370000
2018,70000,Manual,First Owner,1100000
2004,120000,Manual,Second Owner,120000
2013,88000,Manual,Second Owner,430000
2014,38406,Manual,First Owner,550000
2014,54350,Manual,First Owner,320000
2015,32260,Manual,First Owner,390000
2014,58231,Manual,First Owner,550000
2012,59858,Manual,First Owner,370000
2010,73350,Manual,First Owner,190000
2013,88473,Manual,First Owner,509999
2013,96987,Manual,First Owner,450000
2016,77350,Automatic,First Owner,5500000
2015,61187,Manual,First Owner,550000
2009,68350,Manual,First Owner,400000
2015,81150,Manual,First Owner,585000
2019,30000,Manual,First Owner,500000
2015,30000,Manual,First Owner,800000
2009,120000,Manual,Second Owner,265000
2012,180000,Manual,First Owner,175000
2007,50000,Manual,Second Owner,125000
2010,80000,Manual,First Owner,165000
2011,280000,Manual,First Owner,150000
2015,90000,Manual,Second Owner,1025000
2014,250000,Manual,Second Owner,1030000
2012,90000,Manual,Fourth & Above Owner,380000
2010,110000,Manual,Third Owner,250000
2000,80000,Manual,Second Owner,85000
2016,35000,Manual,First Owner,500000
2018,15000,Manual,First Owner,350000
2010,52000,Manual,Second Owner,190000
2009,140000,Manual,First Owner,940000
2013,60000,Manual,Second Owner,475000
2018,17000,Manual,First Owner,300000
2016,70000,Manual,Third Owner,250000
2001,97000,Manual,Fourth & Above Owner,93000
2012,125000,Manual,Second Owner,290000
2010,300000,Manual,Third Owner,75000
2015,120000,Manual,Second Owner,1000000
2015,87000,Manual,First Owner,550000
2010,75000,Manual,Third Owner,285000
2014,60000,Manual,Second Owner,240000
2015,25000,Manual,First Owner,850000
2016,26000,Manual,First Owner,650000
2017,78000,Manual,First Owner,365000
2016,26000,Manual,First Owner,650000
2015,35000,Manual,First Owner,260000
2014,100000,Manual,First Owner,250000
2007,80000,Manual,Second Owner,550000
2004,90000,Manual,Fourth & Above Owner,70000
2013,80000,Manual,First Owner,225000
2002,100000,Manual,First Owner,145000
2018,20000,Manual,First Owner,930000
2019,51000,Manual,First Owner,550000
2008,120000,Manual,Second Owner,85000
2014,55000,Manual,First Owner,280000
2018,6000,Manual,First Owner,360000
2011,40000,Manual,Second Owner,150000
2017,15000,Automatic,First Owner,900000
2005,50000,Manual,Second Owner,120000
2010,90000,Manual,Second Owner,215000
2013,38500,Manual,First Owner,550000
2018,35000,Manual,First Owner,775000
2001,49359,Manual,Third Owner,409999
2005,70000,Manual,Second Owner,65000
2008,90000,Manual,Second Owner,200000
2010,50000,Manual,Second Owner,240000
2012,108731,Manual,First Owner,800000
2010,120000,Manual,First Owner,400000
2012,40000,Manual,Second Owner,229999
2014,120000,Manual,First Owner,580000
2005,100000,Manual,Fourth & Above Owner,175000
2012,110000,Manual,Fourth & Above Owner,250000
2014,80000,Manual,First Owner,320000
2013,90000,Manual,First Owner,300000
2017,60000,Manual,First Owner,800000
2009,75000,Automatic,First Owner,245000
2018,20000,Manual,First Owner,300000
2017,80000,Manual,First Owner,350000
2006,105700,Manual,First Owner,70000
2017,14000,Manual,First Owner,430999
2010,70000,Manual,First Owner,80000
2019,28000,Manual,First Owner,335000
2017,51000,Manual,First Owner,350000
2018,56000,Manual,First Owner,315000
2019,35000,Automatic,First Owner,1100000
2005,24000,Manual,First Owner,80000
2014,64000,Manual,Second Owner,285000
2009,120000,Manual,Third Owner,100000
2011,37091,Manual,First Owner,225000
2017,80000,Automatic,First Owner,4500000
2018,38900,Manual,Third Owner,320000
2016,60000,Manual,Third Owner,1249000
2008,110000,Manual,Third Owner,120000
2011,100000,Manual,Second Owner,200000
2016,85000,Manual,First Owner,1151000
2012,140000,Manual,First Owner,120000
2017,20000,Manual,First Owner,220000
2017,15000,Manual,First Owner,750000
2018,40000,Manual,First Owner,784000
2017,50000,Manual,First Owner,500000
2018,20000,Manual,First Owner,350000
2018,50000,Automatic,First Owner,1400000
2014,100000,Manual,Second Owner,600000
2019,9400,Manual,First Owner,525000
2017,12000,Manual,First Owner,930000
2017,14100,Manual,First Owner,440000
2016,21000,Manual,First Owner,434999
2011,28000,Manual,First Owner,250000
2017,35000,Manual,First Owner,940000
2017,31000,Automatic,First Owner,1050000
2016,58000,Manual,First Owner,825000
2012,25000,Manual,First Owner,229999
2011,72000,Manual,First Owner,375000
2013,89000,Manual,First Owner,640000
2012,160000,Manual,First Owner,800000
2012,30000,Manual,Third Owner,130000
2014,37555,Manual,First Owner,300000
2018,14000,Manual,First Owner,440000
2014,56600,Manual,First Owner,595000
2013,110000,Manual,First Owner,450000
2017,50000,Manual,First Owner,690000
2019,5000,Manual,First Owner,300000
2014,100000,Manual,Second Owner,170000
2012,120000,Manual,First Owner,280000
2009,67580,Manual,Second Owner,220000
2009,100000,Manual,Third Owner,140000
2004,60000,Manual,First Owner,45000
2014,125000,Manual,Second Owner,200000
2008,120000,Manual,Second Owner,325000
2010,130000,Manual,Second Owner,300000
2009,250000,Manual,Second Owner,120000
2016,52600,Manual,First Owner,535000
2014,82000,Manual,First Owner,520000
2017,19890,Automatic,First Owner,550000
2015,40000,Manual,First Owner,280000
2013,78000,Manual,First Owner,225000
2015,48238,Automatic,First Owner,750000
2016,38365,Manual,First Owner,535000
2016,23670,Manual,First Owner,1250000
2017,49834,Manual,First Owner,650000
2013,57353,Manual,First Owner,295000
2015,68308,Manual,First Owner,480000
2015,63240,Manual,First Owner,575000
2016,60000,Manual,First Owner,509999
2008,100000,Manual,First Owner,69000
2013,60000,Manual,First Owner,200000
2012,90000,Manual,First Owner,449000
2020,1000,Manual,First Owner,426000
2017,6000,Manual,First Owner,650000
2017,50000,Manual,First Owner,260000
2015,90000,Manual,Third Owner,295000
2017,30000,Manual,First Owner,260000
2012,140000,Manual,First Owner,120000
2007,65000,Manual,First Owner,155000
2015,38000,Manual,First Owner,450000
2012,80000,Manual,First Owner,320000
2007,50000,Manual,Second Owner,123000
2006,110000,Manual,First Owner,80000
2012,90000,Manual,Second Owner,220000
2018,37000,Manual,First Owner,650000
2018,30000,Manual,First Owner,285000
2018,26000,Automatic,First Owner,725000
2010,128000,Manual,First Owner,97000
2016,30000,Manual,First Owner,625000
2016,23000,Manual,First Owner,550000
2012,120000,Manual,First Owner,130000
2012,40000,Manual,First Owner,240000
2014,27000,Manual,First Owner,600000
2012,65000,Manual,First Owner,350000
2015,32000,Manual,First Owner,245000
2009,52536,Manual,First Owner,199000
2011,100000,Manual,Second Owner,330000
2009,80000,Manual,First Owner,150000
2016,90000,Manual,First Owner,927999
2003,60000,Manual,Fourth & Above Owner,70000
2015,55000,Manual,First Owner,399000
2015,90000,Manual,First Owner,350000
2006,50000,Manual,Second Owner,125000
2008,90000,Manual,Second Owner,150000
2015,25000,Manual,First Owner,250000
2014,61000,Manual,First Owner,675000
2018,30000,Manual,First Owner,950000
2018,45000,Manual,First Owner,409999
2011,60000,Manual,First Owner,225000
2008,75000,Manual,Second Owner,350000
2005,140000,Manual,Third Owner,51111
2013,56000,Manual,First Owner,290000
2006,62000,Automatic,Second Owner,310000
2007,58000,Manual,Second Owner,212000
2013,49000,Automatic,Second Owner,900000
2011,56000,Manual,Second Owner,221000
2013,73000,Manual,First Owner,675000
2014,69000,Manual,First Owner,421000
2008,10000,Manual,First Owner,350000
2010,110000,Manual,First Owner,140000
2002,116000,Manual,Second Owner,90000
2018,40000,Manual,First Owner,830000
2009,30000,Manual,First Owner,180000
2009,109000,Manual,Second Owner,210000
2017,90000,Manual,First Owner,700000
2014,7000,Manual,Second Owner,45000
2012,120000,Manual,First Owner,125000
2017,64916,Manual,First Owner,530000
2018,37161,Manual,First Owner,800000
2016,15000,Manual,First Owner,580000
2012,118000,Automatic,Second Owner,1400000
2018,50852,Manual,First Owner,300000
2016,30000,Manual,First Owner,300000
2015,77000,Manual,First Owner,700000
2012,70000,Manual,Third Owner,250000
2016,120000,Manual,First Owner,500000
2009,40000,Automatic,Third Owner,428000
2019,33000,Manual,First Owner,1400000
2013,53500,Manual,Third Owner,219000
2017,40000,Manual,First Owner,500000
2014,82000,Manual,First Owner,520000
2016,60000,Manual,First Owner,509999
2019,24000,Manual,First Owner,556000
2014,120000,Manual,First Owner,225000
2013,65000,Manual,First Owner,325000
2013,65000,Manual,First Owner,365000
2015,84000,Manual,First Owner,850000
2013,75000,Manual,First Owner,350000
2007,50000,Manual,First Owner,225000
2011,50000,Manual,First Owner,135000
2007,49000,Manual,First Owner,140000
2016,560000,Manual,First Owner,665000
2015,14365,Manual,First Owner,275000
2017,41000,Automatic,First Owner,2750000
2013,65000,Manual,First Owner,484999
2015,65000,Manual,First Owner,565000
2013,61083,Manual,First Owner,425000
2013,75000,Manual,First Owner,925000
2012,72000,Manual,First Owner,565000
2014,65000,Manual,First Owner,525000
2010,60000,Manual,First Owner,409999
2018,5000,Manual,First Owner,570000
2007,80000,Manual,Third Owner,160000
2017,51500,Manual,Second Owner,749000
2010,120000,Manual,Third Owner,300000
2014,79800,Manual,First Owner,550000
2015,97000,Manual,Second Owner,550000
2019,6590,Manual,First Owner,1250000
2017,49957,Manual,First Owner,700000
2017,43235,Manual,First Owner,600000
2018,50699,Manual,First Owner,925000
2016,126000,Automatic,First Owner,1800000
2015,140730,Manual,Second Owner,459999
2015,46000,Manual,First Owner,565000
2013,80000,Manual,Third Owner,170000
2001,256000,Manual,First Owner,150000
2008,120000,Manual,First Owner,295000
2018,40000,Manual,First Owner,819999
2019,40000,Manual,First Owner,819999
2015,40000,Manual,First Owner,320000
2015,135000,Manual,Second Owner,550000
2015,50000,Manual,First Owner,550000
2017,98000,Manual,First Owner,590000
2014,70000,Manual,First Owner,1050000
2017,50000,Manual,First Owner,950000
2017,30000,Manual,First Owner,1000000
2013,120000,Manual,First Owner,500000
2017,70000,Manual,First Owner,450000
2017,35000,Manual,First Owner,720000
2015,70000,Manual,Second Owner,390000
2014,35000,Manual,First Owner,500000
2016,70000,Automatic,Second Owner,2500000
2017,50000,Manual,First Owner,780000
2015,90000,Manual,Second Owner,484999
2012,90000,Manual,Second Owner,420000
2015,70000,Manual,First Owner,1225000
2015,50000,Manual,Second Owner,350000
2015,120000,Manual,Third Owner,350000
2011,230000,Manual,First Owner,800000
2004,70000,Automatic,Second Owner,125000
2010,100000,Manual,Third Owner,75000
2018,15000,Manual,First Owner,509999
2014,80000,Manual,Third Owner,215000
2018,25000,Manual,First Owner,465000
2017,52000,Manual,First Owner,625000
2017,66000,Manual,First Owner,490000
2017,64000,Manual,First Owner,880000
2013,49000,Manual,First Owner,290000
2006,100000,Manual,Second Owner,115999
2017,72000,Manual,First Owner,685000
2009,50000,Manual,First Owner,300000
2017,44000,Manual,First Owner,680000
2014,101000,Manual,First Owner,480000
2016,55000,Manual,First Owner,630000
2007,115000,Manual,Second Owner,190000
2015,100000,Manual,First Owner,500000
2014,52000,Manual,Second Owner,850000
2011,105000,Manual,First Owner,350000
2013,170000,Manual,First Owner,425000
2015,105000,Manual,First Owner,495000
2017,60000,Manual,Second Owner,890000
2018,25000,Automatic,Second Owner,1100000
2014,218000,Manual,Second Owner,650000
2018,25000,Manual,First Owner,465000
2017,52000,Manual,First Owner,625000
2017,66000,Manual,First Owner,490000
2017,64000,Manual,First Owner,880000
2013,49000,Manual,First Owner,290000
2006,100000,Manual,Second Owner,115999
2017,72000,Manual,First Owner,685000
2009,50000,Manual,First Owner,300000
2017,44000,Manual,First Owner,680000
2014,101000,Manual,First Owner,480000
2016,55000,Manual,First Owner,630000
2007,115000,Manual,Second Owner,190000
2015,100000,Manual,First Owner,500000
2014,52000,Manual,Second Owner,850000
2011,105000,Manual,First Owner,350000
2013,170000,Manual,First Owner,425000
2015,105000,Manual,First Owner,495000
2017,60000,Manual,Second Owner,890000
2018,25000,Automatic,Second Owner,1100000
2014,218000,Manual,Second Owner,650000
2009,58000,Manual,Third Owner,233000
2015,110000,Manual,Second Owner,300000
2020,1000,Manual,First Owner,614000
2010,100000,Manual,Second Owner,250000
2010,110000,Manual,Second Owner,250000
2011,40000,Manual,First Owner,200000
2013,52000,Manual,First Owner,290000
2013,80000,Manual,Second Owner,320000
2006,52000,Manual,Second Owner,145000
2005,124000,Manual,Second Owner,100000
2010,210000,Manual,Second Owner,130000
2006,66000,Automatic,Second Owner,145000
2008,120000,Manual,Third Owner,110000
2019,40000,Manual,First Owner,680000
2004,90000,Manual,Second Owner,37500
2011,120000,Manual,Second Owner,200000
2012,110000,Manual,First Owner,300000
2005,56580,Manual,First Owner,80000
2015,45000,Automatic,First Owner,740000
2015,50000,Manual,First Owner,630000
2005,68500,Manual,First Owner,70000
2019,5007,Automatic,First Owner,484999
2013,30000,Manual,First Owner,164000
2008,70000,Automatic,First Owner,140000
2011,49600,Automatic,First Owner,999000
2005,23000,Manual,Second Owner,56000
2006,30000,Automatic,First Owner,1050000
2010,38000,Manual,First Owner,190000
2018,22000,Automatic,First Owner,3899000
2011,40000,Manual,Second Owner,150000
2011,43100,Manual,First Owner,235000
2019,15000,Manual,Third Owner,599000
2018,35000,Manual,First Owner,200000
2017,10171,Manual,First Owner,350000
2015,41123,Manual,First Owner,465000
2017,20118,Automatic,First Owner,1900000
2019,15000,Manual,First Owner,1000000
2019,10000,Automatic,First Owner,2800000
2015,170000,Manual,First Owner,470000
2017,20000,Manual,First Owner,415000
2014,82000,Manual,First Owner,500000
2013,60000,Manual,Second Owner,150000
2005,50000,Manual,Second Owner,95000
2012,70000,Manual,First Owner,400000
2008,66782,Manual,Second Owner,114999
2006,130000,Manual,First Owner,75000
2013,120000,Manual,First Owner,500000
2014,75000,Manual,Second Owner,195000
2015,40000,Manual,First Owner,155000
2000,90000,Manual,Second Owner,65000
2005,150000,Manual,Third Owner,65000
2015,60000,Manual,Second Owner,190000
2012,112198,Manual,Second Owner,200000
2010,60000,Manual,Second Owner,160000
2010,130000,Manual,Second Owner,150000
2015,175000,Manual,Third Owner,530000
2015,120000,Manual,First Owner,750000
2012,90000,Manual,Second Owner,225000
2012,170000,Manual,First Owner,600000
2014,80000,Manual,Second Owner,409999
2014,80000,Manual,Second Owner,409999
2009,83000,Manual,Second Owner,110000
2016,90000,Manual,First Owner,865000
2016,40000,Manual,First Owner,225000
